,Company Name,NSE,title1,date1,desc1,link1,title2,date2,desc2,link2,title3,date3,desc3,link3
127,Dr Reddys Labs,DRREDDY,"Drug Addiction Treatment Market Dynamics, Forecast, Global ...",21 mins ago,"... Global Analysis of Players – PLIVA (Odyssey), Alkermes, Dr. Reddy's Laboratories, Indivior, Novartis, Pfizer, Cipla, Glenmark, Mylan, Teva Pharmaceutical ...",https://www.atlanticfinancialmanagement.co.uk/energy/346531/drug-addiction-treatment-market-dynamics-forecast-global-analysis-of-players-pliva-odyssey-alkermes-dr-reddys-laboratories-indivior-novartis-pfizer-cipla-glenmark-mylan-teva-pharmace/,Sensex falls over 200 points in early trade; Nifty below 15000 ...,1 hour ago,"L&T was the top loser in the Sensex pack, shedding around 2 per cent, followed by M&M, Dr Reddy's, Maruti, HDFC, TCS, and Bajaj Auto. On the other hand, ...",https://www.freepressjournal.in/business/sensex-falls-over-200-pts-in-early-trade-nifty-below-15000-lt-mm-dr-reddys-maruti-hdfc-tcs-bajaj-auto-shed,Explained: Dr Reddy Seeks Emergency Use Approval For ...,4 hours ago,Dr Reddy's Laboratories on February 19 approached the Drug Controller General of India (DGCI) to get emergency use approval for the Russia-developed ...,https://www.outlookindia.com/website/story/india-news-explained-dr-reddy-seeks-emergency-use-approval-for-sputnik-v-heres-what-it-may-mean-for-india/374973
128,eClerx Services,ECLERX,eClerx Services (NSE:ECLERX) Shareholders Booked A 56 ...,5 hours ago,"eClerx Services (NSE:ECLERX) Shareholders Booked A 56% Gain In The Last Year. By: Simply Wall St. Published: February 21, 2021.",https://simplywall.st/stocks/in/software/nse-eclerx/eclerx-services-shares/news/eclerx-services-nseeclerx-shareholders-booked-a-56-gain-in-t,BOTTOMLINE: Can digital push lift eClerx's fortunes?,1 day ago,"Following this, eClerx embarked on an effort to build capabilities in managed services, analytics and automation. It also set up an R&D centre precisely towards ...",https://www.cnbctv18.com/business/companies/bottomline-can-digital-push-lift-eclerxs-fortunes-8372381.htm,"Global and United States Back Office Outsourcing in Financial Services Market Top Players Analysis and Forecast 2026: Accenture, Infosys, TCS, Attra Infotech, Birlasoft, Capgemini, Cognizant, Dell, eClerx, Endava",2 days ago,"... Services Market Top Players Analysis and Forecast 2026: Accenture, Infosys, TCS, Attra Infotech, Birlasoft, Capgemini, Cognizant, Dell, eClerx, Endava.",https://bisouv.com/world/2106153/global-and-united-states-back-office-outsourcing-in-financial-services-market-top-players-analysis-and-forecast-2026-accenture-infosys-tcs-attra-infotech-birlasoft-capgemini-cognizant-dell-ec/
129,Edelweiss,EDELWEISS,"Metal stocks shine in a weak mkt; Hindustan Copper, Hindalco ...",27 mins ago,"All in all, we remain positive on the ferrous space,"" said analysts at Edelweiss Securities. The brokerage added: Data points post-CNY—the uptick in bank loans ...",https://www.business-standard.com/article/markets/metal-stocks-shine-in-a-weak-mkt-hindustan-copper-hindalco-jump-up-to-17-121022200269_1.html,"Bob Beyfuss: Edelweiss is more than small and white, clean ...",12 hours ago,"Edelweiss (Leontopodium nivale) is an alpine perennial in the daisy family, native to the European mountains and steppes of Asia. When I Googled a picture, the ...",https://www.dailyfreeman.com/lifestyle/bob-beyfuss-edelweiss-is-more-than-small-and-white-clean-and-bright/article_736771b0-72ee-11eb-a734-4bd27ee3f9ac.html,Climbing Twin Ropes Market Global Competition and ...,2 days ago,"EDELWEISS, Sterling, Black Diamond, Petzl – The Courier. The Courier. Climbing Twin Ropes Market Global Competition and Business ...",https://www.mccourier.com/climbing-twin-ropes-market-global-competition-and-business-outlook-2021-to-2027edelweiss-sterling-black-diamond-petzl/
130,Eicher Motors,EICHERMOT,What Is The Ownership Structure Like For Eicher Motors ...,1 week ago,Every investor in Eicher Motors Limited (NSE:EICHERMOT) should be aware of the most powerful shareholder groups. Institutions often own shares in more ...,https://simplywall.st/stocks/in/automobiles/nse-eichermot/eicher-motors-shares/news/what-is-the-ownership-structure-like-for-eicher-motors-limit,How Should Investors Feel About Eicher Motors' (NSE ...,3 weeks ago,"Siddhartha Lal became the CEO of Eicher Motors Limited (NSE:EICHERMOT) in 2006, and we think it's a good time to look at the executive's compensation ...",https://simplywall.st/stocks/in/automobiles/nse-eichermot/eicher-motors-shares/news/how-should-investors-feel-about-eicher-motors-nseeichermot-c,The Returns At Eicher Motors (NSE:EICHERMOT) Provide Us ...,1 month ago,"The Returns At Eicher Motors (NSE:EICHERMOT) Provide Us With Signs Of What's To Come. By: Simply Wall St. Published: January 21, 2021.",https://simplywall.st/stocks/in/automobiles/nse-eichermot/eicher-motors-shares/news/the-returns-at-eicher-motors-nseeichermot-provide-us-with-si
131,EID Parry,EIDPARRY,Natural Lutein market 2020-2026 emerging industry trends ...,2 days ago,"Hansen (Denmark), E.I.D. Parry (India), etc. Post author By husain ...",https://jumbonews.co.uk/uncategorised/1905276/natural-lutein-market-2020-2026-emerging-industry-trends-focuses-on-growth-factors-by-major-players-basf-germany-chr-hansen-denmark-e-i-d-parry-india-etc/,"Impact of Covid-19 on Neem Oil Market Is Booming Worldwide |EID Parry, Neeming Australia Pty Ltd., PJ Margo Pvt. Ltd., Agro Extract Limited, Ozone Biotech Pvt. Ltd., etc.",2 days ago,"The Top Leading players operating in the market: Covered in this Report: E.I.D. Parry, Neeming Australia Pty Ltd., P.J. Margo Pvt. Ltd., Agro Extract Limited, Ozone ...",https://www.atlanticfinancialmanagement.co.uk/uncategorised/321892/impact-of-covid-19-on-neem-oil-market-is-booming-worldwide-e-i-d-parry-neeming-australia-pty-ltd-p-j-margo-pvt-ltd-agro-extract-limited-ozone-biotech-pvt-ltd-etc/,"Spirulina Powder Market May Set New Growth Story | DIC Corporation, EID Parry, Cyanotech Corporation (CC), NOW Foods, Naturya, Aim Grow Biotech Co., Ltd, Algene Biotech",3 days ago,"Spirulina Powder Market May Set New Growth Story | DIC Corporation, EID Parry, Cyanotech Corporation (CC), NOW Foods, Naturya, Aim Grow Biotech Co., Ltd, ...",https://neighborwebsj.com/uncategorized/3462986/spirulina-powder-market-may-set-new-growth-story-dic-corporation-eid-parry-cyanotech-corporation-cc-now-foods-naturya-aim-grow-biotech-co-ltd-algene-biotech/
132,EIH,EIHOTEL,EIH (NSE:EIHOTEL) Share Prices Have Dropped 49% In The ...,3 weeks ago,"While not a mind-blowing move, it is good to see that the EIH Limited (NSE:EIHOTEL) share price has gained 26% in the last three months. But that doesn't ...",https://simplywall.st/stocks/in/consumer-services/nse-eihotel/eih-shares/news/eih-nseeihotel-share-prices-have-dropped-49-in-the-last-thre,Is EIH Limited (NSE:EIHOTEL) Popular Amongst Institutions?,10-Dec-20,"Is EIH Limited (NSE:EIHOTEL) Popular Amongst Institutions? By: Simply Wall St. Published: December 09, 2020.",https://simplywall.st/stocks/in/consumer-services/nse-eihotel/eih-shares/news/is-eih-limited-nseeihotel-popular-amongst-institutions,EIH Limited (NSE:EIHOTEL) Stock's Been Sliding But ...,07-Jul-20,EIH Limited (NSE:EIHOTEL) Stock's Been Sliding But Fundamentals Look Decent: Will The Market Correct The Share Price In The Future? By: Simply Wall St.,https://simplywall.st/stocks/in/consumer-services/nse-eihotel/eih-shares/news/eih-limited-nseeihotel-stocks-been-sliding-but-fundamentals-look-decent-will-the-market-correct-the-share-price-in-the-future
133,Emami,EMAMILTD,Emami Ltd extends losing spree,6 days ago,"Emami Ltd is quoting at Rs 471.1, down 1.7% on the day as on 13:19 IST on the NSE. The stock tumbled 15.52% in last one year as compared to a 27.14% rally ...",https://www.business-standard.com/article/news-cm/emami-ltd-extends-losing-spree-121021500531_1.html,Here's Why We Think Emami (NSE:EMAMILTD) Is Well Worth ...,1 week ago,"Here's Why We Think Emami (NSE:EMAMILTD) Is Well Worth Watching. By: Simply Wall St. Published: February 12, 2021.",https://simplywall.st/stocks/in/household/nse-emamiltd/emami-shares/news/heres-why-we-think-emami-nseemamiltd-is-well-worth-watching,Recovery has been faster than expected; demand is ...,2 weeks ago,Homegrown FMCG firm Emami Ltd reported 44.67 per cent rise in consolidated net profit at Rs 208.96 crore for December quarter 2020 helped by sales growth ...,https://www.cnbctv18.com/earnings/recovery-has-been-faster-than-expected-demand-is-sustaining-emami-8255981.htm
134,Endurance Techn,ENDURANCE,Comments on: Study Shows Life From Earth Could ...,1 hour ago,"The researchers tested the endurance of microorganisms to Martian conditions by launching them into the Earth's stratosphere, as it closely represents key ...",https://scitechdaily.com/study-shows-life-from-earth-could-temporarily-survive-on-mars/,Mark Beaumont's Record Breaking Bikes | The Evolution Of ...,6 hours ago,Mark Beaumont's Record Breaking Bikes | The Evolution Of Ultra Endurance Cycling. Published on February 20th 2021. Share: Mark Beaumont was propelled ...,https://www.globalcyclingnetwork.com/video/mark-beaumont-s-record-breaking-bikes-the-evolution-of-ultra-endurance-cycling,"Which Companies are leading the Southeast Asia Web Hosting Services Market in 2021? Amazon Web Services, AT & T, Google, GoDaddy, Dreamhost, Earthlink, and Endurance",12 hours ago,"... leading the Southeast Asia Web Hosting Services Market in 2021? Amazon Web Services, AT & T, Google, GoDaddy, Dreamhost, Earthlink, and Endurance.",https://neighborwebsj.com/uncategorized/3587317/which-companies-are-leading-the-southeast-asia-web-hosting-services-market-in-2021-amazon-web-services-at-t-google-godaddy-dreamhost-earthlink-and-endurance/
135,EngineersInd,ENGINERSIN,Can Engineers India Limited (NSE:ENGINERSIN ...,1 week ago,"Can Engineers India Limited (NSE:ENGINERSIN) Performance Keep Up Given Its Mixed Bag Of Fundamentals? By: Simply Wall St. Published: February 14, 2021.",https://simplywall.st/stocks/in/capital-goods/nse-enginersin/engineers-india-shares/news/can-engineers-india-limited-nseenginersin-performance-keep-u,Here's What Engineers India Limited's (NSE:ENGINERSIN ...,1 month ago,"Here's What Engineers India Limited's (NSE:ENGINERSIN) Shareholder Ownership Structure Looks Like. By: Simply Wall St. Published: January 06, 2021.",https://simplywall.st/stocks/in/capital-goods/nse-enginersin/engineers-india-shares/news/heres-what-engineers-india-limiteds-nseenginersin-shareholde,What Can The Trends At Engineers India (NSE:ENGINERSIN ...,17-Dec-20,"What Can The Trends At Engineers India (NSE:ENGINERSIN) Tell Us About Their Returns? By: Simply Wall St. Published: December 16, 2020. NSEI: ...",https://simplywall.st/stocks/in/capital-goods/nse-enginersin/engineers-india-shares/news/what-can-the-trends-at-engineers-india-nseenginersin-tell-us
136,EPL,EPL,"Manchester United Beats Newcastle 3-1 in EPL 2021, Fans ...",2 hours ago,Things were no different when Red Devils played against Newcastle in the EPL 2020-21 as once again he set the social media on fire. Bruno scored a goal and ...,https://www.latestly.com/sports/football/manchester-united-beats-newcastle-3-1-in-epl-2021-fans-praise-bruno-fernandes-for-a-goal-assist-read-tweets-2333604.html,"EPL 2021 News: Rumours, transfers, gossip, Liverpool ...",4 hours ago,Liverpool are reportedly looking at Brighton's Ben White as a long-term target to strengthen their defence. Jurgen Klopp secured the signatures of both Ben ...,https://www.foxsports.com.au/football/epl-2021-news-rumours-transfers-gossip-liverpool-jurgen-klopp-ben-white-erling-haaland-manchester-united-harry-kane-to-psg-tottenham/news-story/d5f0846615c81bbbc5b5ce73077afd84,"Sloppy United beats Newcastle 3-1, stays in 2nd place in EPL",7 hours ago,Manchester United's Bruno Fernandes scores his side's third goal from the penalty spot during an English Premier League soccer match between Manchester ...,https://www.recorderonline.com/sports/national_sports/sloppy-united-beats-newcastle-3-1-stays-in-2nd-place-in-epl/article_996bce2f-c219-50d0-9a33-064efb508253.html
137,Equitas Holding,EQUITAS,Rural Voices Summit educates on healthcare needs for ...,2 hours ago,"26 and is a collaborative event hosted by the Ohio University LGBT Center, Equitas Health, the Heritage College of Osteopathic Medicine, TransOhio and the ...",https://www.thepostathens.com/article/2021/02/rural-voices-summit-southeast-ohio-lgbt-center-equitas-health-institute,Sovet Pride should make amends,1 day ago,"Equitas (2) Abhay Singh 51.5, 8. Jean Lafette (8) Kuldeep Singh 51.5, 9. Angel Wings (3) Afroz Khan 50 and 10. Secret Idea (4) G. Naresh 50. 1. FALCON EDGE ...",https://www.thehindu.com/sport/races/sovet-pride-should-make-amends/article33889544.ece,Uber faces UK Supreme Court ruling on worker rights in gig economy test,3 days ago,Equitas Small Finance Bank (Equitas SFB) has partnered with Maharashtra State Road Development Corporation Limited (MSRDC) and Ocean Highway Facilities ...,https://auto.economictimes.indiatimes.com/news/aftermarket/uber-faces-uk-supreme-court-ruling-on-worker-rights-in-gig-economy-test/81102332
138,Esab India,ESABINDIA,Volumes spurt at Zensar Technologies Ltd counter,37 mins ago,"Esab India Ltd saw volume of 2279 shares by 10:49 IST on BSE, a 2.26 fold spurt over two-week average daily volume of 1010 shares. The stock increased 2.86% ...",https://www.business-standard.com/article/news-cm/volumes-spurt-at-zensar-technologies-ltd-counter-121022200257_1.html,NSE-BSE bulk deals: SBI MF buys stake in Esab India and ...,2 days ago,"Bajaj Allianz Life Insurance sold 400,000 shares of Esab India at Rs 1,865 apiece through a bulk deal on the NSE. · INSIGHTS · PEER COMPANIES · Download ET ...",https://economictimes.indiatimes.com/markets/stocks/news/nse-bse-bulk-deals-sbi-mf-buys-stake-in-esab-india-and-other-deals/articleshow/81113400.cms,Volumes soar at Esab India Ltd counter,2 days ago,"Esab India Ltd recorded volume of 4.63 lakh shares by 14:14 IST on NSE, a 61.27 times surge over two-week average daily volume of 7549 shares. Raymond ...",https://www.business-standard.com/article/news-cm/volumes-soar-at-esab-india-ltd-counter-121021900703_1.html
139,Escorts,ESCORTS,"Global Farm Equipment Leasing Market 2020 Key Players List – John Deere, Farm Equipment's, AGCO Corporation, CNH Industrial, Escorts, Kubota Corporation, Premier Equipment Rentals",2 hours ago,"... Market 2020 Key Players List – John Deere, Farm Equipment's, AGCO Corporation, CNH Industrial, Escorts, Kubota Corporation, Premier Equipment Rentals.",https://www.mccourier.com/global-farm-equipment-leasing-market-2020-key-players-list-john-deere-farm-equipments-agco-corporation-cnh-industrial-escorts-kubota-corporation-premier-equipment-rentals/,"Tractor Transmission System Market and Ecosystem Analysis, Competitive Landscape (John Deere, Massey Ferguson, Mahindra Tractors, Escorts Group, More)",1 day ago,"Tractor Transmission System Market and Ecosystem Analysis, Competitive Landscape (John Deere, Massey Ferguson, Mahindra Tractors, Escorts Group, More).",https://www.expresskeeper.com/2021/02/20/tractor-transmission-system-market-and-ecosystem-analysis-competitive-landscape-john-deere-massey-ferguson-mahindra-tractors-escorts-group-more/,LMPD investigating report of officer seen at abortion clinic ...,1 day ago,An account run by volunteers who escort patients and staff to enter and exit EMW ... The clinic escorts volunteer to assist patients and staff entering or exiting the ...,https://www.courier-journal.com/story/news/local/2021/02/20/louisville-police-investigating-report-officer-seen-abortion-clinic-protest/4524427001/
140,Exide Ind,EXIDEIND,What Can We Conclude About Exide Industries' (NSE ...,2 weeks ago,"Gautam Chatterjee became the CEO of Exide Industries Limited (NSE:EXIDEIND) in 2016, and we think it's a good time to look at the executive's compensation ...",https://simplywall.st/stocks/in/automobiles/nse-exideind/exide-industries-shares/news/what-can-we-conclude-about-exide-industries-nseexideind-ceo,Exide Ind Q3 PAT jumps 103% YoY to Rs 240 crs,3 weeks ago,Exide Ind Q3 PAT jumps 103% YoY to Rs 240 cr. Capital Market | | Last Updated at January 30 2021 14:04 IST. Exide Industries' consolidated net profit surged ...,https://www.business-standard.com/article/news-cm/exide-ind-q3-pat-jumps-103-yoy-to-rs-240-cr-121013000600_1.html,Our Take On The Returns On Capital At Exide Industries (NSE ...,1 month ago,"... reinvest its earnings back into the business and generate higher returns. That's why when we briefly looked at Exide Industries' (NSE:EXIDEIND) ROCE trend, ...",https://simplywall.st/stocks/in/automobiles/nse-exideind/exide-industries-shares/news/our-take-on-the-returns-on-capital-at-exide-industries-nseex
